address,total_transactions,in_transactions,out_transactions,in_out_ratio,total_amount,avg_amount,median_amount,std_amount,min_amount,max_amount,avg_in_amount,avg_out_amount,time_span_seconds,time_span_days,tx_per_day,unique_counterparties,account_type
0x8271b2e8cbe29396e9563229030c89679b9470db,11401,5857,5544,1.0564574314574315,220883.79386027675,19.37407191126013,3.83093347,92.61648107415135,0.0,5000.0,18.964849822985617,19.80639762753427,70174010,812.1991898148148,14.037196962237159,5566,Phisher
0x29880855d419c6fa0e8c7fdfd985c80f286d914e,12063,7487,4576,1.6361451048951048,31437.04966490411,2.6060722593802628,3.240772327215665,1.6356163236191334,0.0,6.0,2.683706281639108,2.4790517338881344,211822,2.4516435185185186,4920.372765812805,5711,Phisher
0x7ae17a0f6f8f02b5b6e76b327db15f91306194e6,11848,3628,8220,0.44136253041362533,55949.24098510324,4.722251939998586,1.0,54.43044753721673,0.0,5000.0,8.769808059576416,2.9358123290705596,30715744,355.5062962962963,33.3271171943613,6336,Phisher
0x7cb57b5a97eabe94205c07890be4c1ad31e486a8,4972,4238,734,5.773841961852861,9962.316966254384,2.0036840237840674,0.0078391825,20.620755532073492,0.0,580.005328,1.2061461553352786,6.608541634800371,95605802,1106.5486342592592,4.493250315498635,3460,Phisher
0x46dcd25a517a77b3e52cc0f8627b1136cea093e2,10294,3918,6376,0.6144918444165621,8294.29946952768,0.8057411569387681,0.17,3.209974425550938,0.0,150.0,1.0727227973016027,0.6416831163268507,19466868,225.31097222222223,45.68796582994244,5571,Phisher
0x4a8b69bd663e6967a118456a30a51495bdba704c,92,31,61,0.5081967213114754,9.804106812637333,0.10656637839823188,0.003,0.27477373001378624,0.0,1.65,0.15888971660120427,0.07997582947540983,14713840,170.29907407407407,0.54022607286745,73,Phisher
0x0abdace70d3790235af448c88547603b945604ea,10926,10907,19,574.0526315789474,8.94700336,0.0008188727219476478,0.0,0.032344929765203013,0.0,2.0,0.00021564133125515723,0.34710544,46755698,541.153912037037,20.190189439584454,3622,Phisher
0x685445fe51b31790538890a6468851afbf7a0519,167,78,89,0.8764044943820225,340.62479847173296,2.039669451926545,0.02,13.846505665630628,0.0,169.4,2.1840090313829035,1.913169595773781,17509197,202.65274305555556,0.8240697731597857,128,Phisher
0x96a65609a7b84e8842732deb08f56c3e21ac6f8a,10683,10678,5,2135.6,227448.54747275842,21.290699941286004,0.0,365.89071640824636,0.0,18190.6,15.912676569407983,11506.597412924,38033881,440.2069560185185,24.268130827879492,2663,Phisher
0x5208d7f63a089906889a5a9caed81e9c889e64f8,296,214,82,2.6097560975609757,588.9543752688733,1.989710727259707,0.592215435,3.8957448832679757,0.0,49.76205607943661,1.3824278975207316,3.5745707951150805,2853878,33.03099537037037,8.961280054718527,179,Phisher
0x4bb11de6a69d1d60c22e60214878ec589df984a2,10022,5507,4515,1.2197120708748617,27469.64694735181,2.740934638530414,0.8205,11.877948794049514,0.0,300.0,2.512201299339351,3.0199234533532664,45013215,520.9862847222222,19.236590854485733,5520,Phisher
0xd738776e630f339fe2c63b4d13a90705f93d5c77,10018,9465,553,17.115732368896925,14329.525720197018,1.4303778918144359,0.29416772,5.424178629374286,0.0,220.0,0.7574094204254641,12.948726140813742,53456585,618.710474537037,16.191741391635848,4249,Phisher
0xaf1e72ba508e4c4e3e78080c5ff5349f3a43a89b,1968,1023,945,1.0825396825396825,4201.51975146646,2.1349185728996236,1.0,2.9441433092349345,0.0285376,34.99,2.053735020270244,2.222802990190476,24355861,281.89653935185186,6.981284710074507,357,Phisher
0x670414ad8a68b1e1b390b58e36024849fe2be5dd,2631,1925,706,2.726628895184136,1219.3859135716002,0.4634686102514634,0.186,0.8472880006655344,0.0,12.678,0.3170104369008036,0.8628056976452594,36375117,421.0082986111111,6.249282991996974,1487,Phisher
0xea3a8bd1a99e16160832d6b473ce06c1058dff7e,485,483,2,241.5,147.12893395233485,0.30335862670584507,0.017843161500004596,2.202713182776867,0.0,45.885061609000005,0.30254437671290857,0.5,12298954,142.34900462962963,3.407119011909468,483,Phisher
0x0c91ba2e9d7984015d72249345a0cefb8328a930,8,7,1,7.0,7.8122067600000005,0.9765258449999998,0.5,1.2468004193795983,0.1,3.90557838,0.5580897685714286,3.90557838,3951307,45.73271990740741,0.17492946004954815,6,Phisher
0x622dffcc4e83c64ba959530a5a5580687a57581b,10175,10171,4,2542.75,0.16100011,1.5823106633906634e-05,0.0,0.0010859139416900879,0.0,0.1,9.831884770425722e-06,0.0152500025,28014253,324.23903935185183,31.381168721507585,2529,Phisher
0xdd616a299f7d02a064c665fc98f34af617ce6045,570,322,248,1.2983870967741935,504.4804248819343,0.8850533769858495,0.21357669499999998,2.278078828693764,0.0,35.95628415300546,0.7834616818290906,1.016958723116803,21446003,248.21762731481482,2.296371962644974,390,Phisher
0x7ed1e469fcb3ee19c0366d829e291451be638e59,13585,8712,4873,1.7878103837471784,109731.01125414735,8.077365568947174,0.21,76.62731507772894,0.0,4000.0,9.025911285955516,6.381545686620745,88831346,1028.1405787037038,13.213173647059225,2993,Phisher
0xb77a8c895d259b2d76af0372aebf0bb33b2ff575,1842,982,860,1.1418604651162791,2249.620199528551,1.2212921821544793,0.288325785,2.428519853604801,0.0,21.5041343,1.1456219753243901,1.3076969997209302,22670640,262.39166666666665,7.020040016514753,520,Phisher
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,14577,8158,6419,1.2709144726592927,19892.7368743132,1.3646660406334088,0.14530689,10.21610141444839,4.6715599e-11,499.9904067,1.2024117383749937,1.5708773816248638,42793181,495.29144675925926,29.43115633306157,6462,Phisher
0x0975ca9f986eee35f5cbba2d672ad9bc8d2a0844,13529,5368,8161,0.6577625291018258,11192.671595096206,0.827309601234105,0.154419,4.28307553887326,3.4840767e-10,282.09146107,1.2512153447757464,0.5484802872613651,23237123,268.9481828703704,50.303370171944266,5914,Phisher
0x1417d00a180ed3227b233b07b83f3cb85011bf50,185,98,87,1.1264367816091954,84.58722610461041,0.45722824921411037,0.10761461,1.391661426721285,0.04958594449302,12.99998146,0.4316671921899022,0.48602116402298856,3902309,45.165613425925926,4.096036474815295,88,Phisher
0x885067f1341b5d5567a6da70c802b736f49ab362,499,298,201,1.4825870646766168,444.00104568854414,0.8897816546864613,0.15931108,2.235709291847417,0.0,20.024743255672355,0.745055655318027,1.104350549272498,21441254,248.16266203703702,2.010777914388776,362,Phisher
0x05c62c1a775a40656c043b5185f735b32ed0649a,650,364,286,1.2727272727272727,590.164696866116,0.9079456874863322,0.2,3.26869109061713,0.01,50.235992026405334,0.8107542389095,1.031643894765937,21455651,248.32929398148147,2.617492240156218,457,Phisher
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,58078,1954,56124,0.03481576509158292,374584.61374351964,6.449681699499288,0.0,436.5273967721601,0.0,74340.0,37.39933624393021,5.3721457972147375,45767803,529.7199421296297,109.63906657262966,7607,Phisher
0xee035a5a452866dab392c640790e5ded2b594a0d,424,237,187,1.267379679144385,829.2357605977237,1.955744718390858,0.27045257,4.997313783766883,0.0,50.235992026405334,1.7506387153912388,2.215691898663102,17802248,206.04453703703703,2.057807530824197,169,Phisher
0x3b5744c7f340e0d2dcf7a072a4c963b9a43c982b,194,123,71,1.732394366197183,34.63066178273688,0.17850856589039624,0.08001885222783145,0.47072204944790136,0.00247,5.49992,0.1367874504867353,0.25078599116716116,18050389,208.91653935185184,0.9286004861169475,79,Phisher
0xabaf1f1079a5f19da71bf1fb00875a3fc5437cdb,754,427,327,1.305810397553517,1575.2488970775792,2.0891895186705294,0.27243459999999997,6.299913374483748,0.009622,103.9997789,1.8446756461535811,2.408478275749235,27651785,320.04380787037036,2.3559274744831122,274,Phisher
0xa27d38754f003e3d5ccc5c733582c29b78371a49,494,285,209,1.3636363636363635,504.71406488259055,1.021688390450588,0.20193339999999999,3.424355242336553,0.00459789,50.171298058622,0.8855548243554219,1.2073250714894512,21344076,247.03791666666666,1.9996930295787927,350,Phisher
0x8c8b4f01941464ef4c94034e31d3a4d1cf46a1ab,554,330,224,1.4732142857142858,601.9521708192749,1.0865562650167417,0.25,2.4583157896854417,0.03000552,21.43037471,0.9121340802928409,1.3435175192974889,21454562,248.31668981481482,2.2310220082796377,407,Phisher
0x5baeac0a0417a05733884852aa068b706967e790,14007,5582,8425,0.6625519287833828,36944.36574007082,2.6375644849054627,0.54287054,11.704856033597377,7.77e-16,512.41968201,3.121097849552279,2.3171985215275965,49515322,573.0940046296296,24.44101645951126,8936,Phisher
0x6c885d8af1a9d34b690f177845c3e571888e0e85,532,323,209,1.5454545454545454,651.7586392771952,1.2251102242052543,0.25419184,3.8446059704020503,0.0,49.0077177508269,1.0090050784167108,1.5590909040602754,21445501,248.21181712962962,2.14333066874959,363,Phisher
0x3890816ad4298b35b5c14fe4a7c291be2afaeee8,468,280,188,1.4893617021276595,375.59661833810566,0.8025568767908242,0.2,1.6920322381450728,0.01,15.0,0.6708076234037601,0.99877916906943,21191469,245.27163194444444,1.9080885803622203,347,Phisher
0x700cab1dff0b8951a34bb5e44930ed87c1a5d17a,473,277,196,1.413265306122449,335.61194443239674,0.7095389945716633,0.16,1.7993352444372939,0.01481924,19.002455754085865,0.6059002734158786,0.8560080035520325,21441416,248.16453703703704,1.9059935220696245,372,Phisher
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,18999,9517,9482,1.0036912043872601,725241.2732385367,38.17260241268155,0.22640146,3011.017593467524,0.0,400000.0,60.831647843923456,15.429917813532716,35055408,405.7338888888889,46.82625859040066,9830,Phisher
0xf75b05a7aa0d21426d23d8a8feccb2f2bc8aaee7,496,306,190,1.6105263157894736,371.93882104963114,0.7498766553419982,0.2,1.623852839093339,0.0,16.60806139,0.6078328339144301,0.9786419677463977,21191287,245.26952546296297,2.0222650941398697,350,Phisher
0xd2d6158683aee4cc838067727209a0aaf4359de3,10258,10255,3,3418.3333333333335,2.91221626,0.00028389708130239816,0.0,0.01952177937799375,0.0,1.7,0.00010726474890297416,0.6040720866666667,34488591,399.17350694444445,25.6980982493602,3405,Phisher
0x107c4504cd79c5d2696ea0030a8dd4e92601b82e,10095,10075,20,503.75,32.64639823,0.003233917605745419,0.0,0.07790326770892675,0.0,4.5,0.0018489078302729527,0.7009325919999999,33791963,391.1106828703704,25.81110780690663,3987,Phisher
0x0798c22178fcc1ce3aa8a0bb3443326d7f8f34e2,2389,2359,30,78.63333333333334,41418.6782010977,17.337244956508034,2.0,306.7558414035876,0.0,14302.394374548847,8.778864365217823,690.3112387849616,18813426,217.74798611111112,10.971398829750626,2172,Phisher
0x9bbb9387c9e2477a6b5d81afece00255875c48ce,10640,10639,1,10639.0,4373.249207823735,0.41101966238944876,0.0,37.71425276810879,0.0,3890.3951476517054,0.04538528622727973,3890.3951476517054,8222080,95.16296296296296,111.80820425001946,341,Phisher
0x2baac9330cf9ac479d819195794d79ad0c7616e3,10132,10131,1,10131.0,7181.805588089327,0.7088240809405179,0.0,34.857508806945795,0.0,3492.723571177397,0.3641379939701836,3492.723571177397,33280454,385.1904398148148,26.30387193636241,3525,Phisher
0x62caf75a67252f7be236a7335fed1410c7434b7f,14788,8350,6438,1.296986641814228,3936.574292979314,0.26620058784009426,0.14,1.0569506733654366,0.0,52.0,0.3570828223339768,0.14832754372330037,1077442,12.470393518518518,1185.8487046170467,4949,Phisher
0x20a7a56175872acf6d3a8566eb7af76e01900c84,73,71,2,35.5,125.1995,1.7150616438356165,1.0,6.095499733379101,0.0,52.599,0.8816901408450705,31.29975,381973,4.420983796296296,16.512161854371907,72,Phisher
0x7c5b7712fb4e08d25af6df531473ca461af19a4c,154,146,8,18.25,724.876,4.706987012987013,1.0,25.771690188686684,0.0,314.76,2.5404109589041095,44.247,25791112,298.50824074074075,0.5158986553197086,111,Phisher
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,10533,5188,5345,0.9706267539756782,24146.690303905158,2.292479854163596,0.53054,14.006961114110338,0.0,799.88015227,2.388970121286653,2.198823819395697,65130696,753.8275,13.97269269163038,7276,Phisher
0x1829aa045e21e0d59580024a951db48096e01782,10184,10146,38,267.0,5647.92401475442,0.5545879825956815,0.0,23.454370803138502,0.0,1351.80402368814,0.47667426286856096,21.357551149736842,29943172,346.5644907407407,29.385584132502732,3042,Phisher
0xb9bb08ab7e9fa0a1356bd4a39ec0ca267e03b0b3,11743,6171,5572,1.1075017946877244,4500.821231400253,0.38327695064295786,0.4,0.2870137666859695,0.0,11.0,0.3717970162264427,0.3959909986121455,20474856,236.9775,49.5532276270954,5130,Phisher
0xc011a72400e58ecd99ee497cf89e3775d4bd732f,10060,10058,2,5029.0,0.08102521,8.054195825049703e-06,0.0,0.0003988487461803304,0.0,0.02,5.967907138596142e-06,0.0105,18994864,219.84796296296295,45.75889566779736,6438,Phisher
0x83984d6142934bb535793a82adb0a46ef0f66b6d,10136,10133,3,3377.6666666666665,5.651,0.0005575177584846093,0.0,0.04015625369291616,0.0,3.75,2.9704924504095534e-05,1.7833333333333332,33590201,388.77547453703704,26.071603441729927,4716,Phisher
0x44a7ff01f7d38c73530c279e19d31527bdcf8c78,97,90,7,12.857142857142858,842.2041989718348,8.682517515173553,1.0,46.4671999386286,0.0,416.5,4.678927132115748,60.157251011631054,22819440,264.1138888888889,0.36726580494525723,90,Phisher
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,41326,2594,38732,0.06697304554373644,16737.653558658774,0.40501508877362374,0.0,3.3495533175907193,0.0,199.99975,2.8292485872038693,0.24265678827460338,78262413,905.8149652777778,45.62300423831808,5823,Phisher
0xef10a5d898c21aa95865b447be6491380859a307,10147,5840,4307,1.3559322033898304,17162.291346840073,1.6913660536946953,0.355,16.497963801400722,0.00016,1500.0,1.5195301095154232,1.924363944107267,19825874,229.46613425925926,44.22003287219519,8587,Phisher
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,53060,34048,19012,1.7908689248895435,79228.01200737429,1.4931777611642345,0.043,7.451503290659051,0.0,489.31117836637185,0.7001729843414141,2.9133453732651913,41307228,478.09291666666667,110.98261059783532,8733,Phisher
0xd0929d411954c47438dc1d871dd6081f5c5e149c,10529,10522,7,1503.142857142857,4.996745704,0.0004745698265742236,0.0,0.020126097292848484,0.0,1.0,0.0004170382982322753,0.08695267571428571,41107158,475.77729166666666,22.130102012890312,4531,Phisher
0x6aa36553f97d5965566697bafcfda5d69a5bc6d7,10062,5799,4263,1.3603096410978184,16514.487210454532,1.6412728295025374,0.38574766,16.222045723526485,0.001,1500.0,1.4653008297490144,1.8806492373305184,19716093,228.19552083333335,44.0937664475411,8601,Phisher
0x69f8e87518129498da751f26ea2309db05e7270b,393,365,28,13.035714285714286,300.35811059731185,0.7642700015198775,0.39,1.6635047800639382,0.0,16.4,0.5598266043761968,3.429335714285714,9482083,109.74633101851852,3.580985317255713,239,Phisher
0x1ee6b25a0e3f855a10916766df3a056e924e5dce,261,161,100,1.61,114.1896060832744,0.4375080692845762,0.006657557,2.9600157136027767,0.0,31.419530493829733,0.35581093405784203,0.5690404569996184,20076840,232.37083333333334,1.12320464774337,217,Phisher
0xc0daeff8088d77dfecbfe525af535830be607bd2,210,76,134,0.5671641791044776,3701.6617289397736,17.62696061399892,0.0025,88.58883026657816,0.0,1194.701018766107,24.34125895476052,13.818851107298315,2884218,33.382152777777776,6.290786618764601,107,Phisher
0x26f7eb488661c33c43089ad61944f3231222b32f,9,6,3,2.0,8.32976019,0.92552891,1.0,0.858259031864954,0.00885153,2.0854,0.707393365,1.3618,3119289,36.10288194444445,0.2492875780346098,8,Phisher
0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,322,103,219,0.4703196347031963,1278.8008124909777,3.9714310946924782,0.0,29.470890088843397,0.0,482.0,6.21110140787357,2.9180701711415526,357727,4.140358796296296,77.771037690753,168,Phisher
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,247547,227397,20150,11.285210918114144,199337.47049669514,0.805251004846333,0.0,17.99279445226178,0.0,5369.249,0.29347215409158556,6.580783279043715,61206367,708.4070254629629,349.4417631420601,7812,Phisher
0xb1690c08e213a35ed9bab7b318de14420fb57d8c,18752,8882,9870,0.8998986828774063,726.6761286586881,0.038751926656286684,0.0067375,0.420905376076645,0.0,49.511036254571756,0.03925432418831931,0.038299819778929683,36216304,419.1701851851852,44.73600619212827,1574,Phisher
0x06012c8cf97bead5deae237070f9587f8e7a266d,27459,19533,7926,2.46442089326268,88.24092137756612,0.0032135518910945825,0.001,0.013530757813667554,0.0,0.4649870336226852,0.00382662274174407,0.0017026872777036592,36158472,418.50083333333333,65.6127725751243,287,Phisher
0x672a1ad4f667fb18a333af13667aa0af1f5b5bdd,10048,10047,1,10047.0,3.0,0.0002985668789808917,0.0,0.012214511750750476,0.0,0.5,0.00029859659599880563,0.0,34196769,395.7959375,25.38681943899437,4774,Phisher
0xc5bbae50781be1669306b9e001eff57a2957b09d,10849,10462,387,27.03359173126615,79468.60250568904,7.324970274282333,1.0,9.741644517237994,0.0,23.1,7.119824192148579,12.870805703955025,34477289,399.0426967592593,27.187566864668504,4568,Phisher
0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,25215,16007,9208,1.7383796698523024,9075.372827288063,0.35991960449288374,0.0,2.180993211866378,0.0,174.75,0.07314797898125737,0.8584375681727929,46367088,536.6561111111112,46.98539619309282,4132,Phisher
0xe25bcec5d3801ce3a794079bf94adf1b8ccd802d,10780,10584,196,54.0,52042.300471712835,4.827671657858334,0.0,40.61077805854249,0.0,1770.790021,4.054419393423964,46.58329393731428,31224724,361.3972685185185,29.828670383123324,3278,Phisher
0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315,10908,5538,5370,1.0312849162011173,192937.0816450761,17.687667917590403,4.855781073905343,203.0134109091834,0.0,16448.05712024742,19.69372313256097,15.618853433324668,42078383,487.01832175925927,22.39751465734793,585,Phisher
0x474057adf42f9f955e86aa1142740f9d7763e41e,684,573,111,5.162162162162162,1139.9464573939879,1.6665883880029067,0.5,8.106659507757113,0.0,100.90967104266441,0.9947862359391015,5.134540037845793,27325286,316.26488425925925,2.162744060574517,397,Phisher
0xf88c443d4094fe596aa609b32d6fc5018503ee66,3,1,2,0.5,0.03741226,0.012470753333333334,0.01741226,0.008881211107446,0.0,0.02,0.02,0.00870613,91,0.0010532407407407407,2848.3516483516487,2,Phisher
0x44525c8dd44b9d470937cc9e7a0275eb14c7b01d,82,81,1,81.0,78.1606,0.9531780487804876,0.035,3.284345626587433,0.0,27.6558,0.623516049382716,27.6558,1353661,15.667372685185185,5.233806691631066,51,Phisher
0x9cfed76501ac8cf181a9d9fead5af25e2c901959,10287,10286,1,10286.0,0.149866151,1.4568499173714398e-05,0.0,0.000801847575360253,0.0,0.0627319755,8.47114286408711e-06,0.0627319755,14216524,164.54310185185184,62.518573457196716,9369,Phisher
0x74fd51a98a4a1ecbef8cc43be801cce630e260bd,14404,14402,2,7201.0,1.2537502304994081,8.70418099485843e-05,0.0,0.0069016068871898045,0.0,0.7621489801531667,1.1967827233510495e-05,0.5406947913411949,20394019,236.04188657407408,61.02306759643599,11462,Phisher
0x6d8a1bc0ae09ae5cfd4a7a2a59194598734ceea5,9,6,3,2.0,5.693431,0.6326034444444444,0.8,0.36763023236492853,0.047377,1.0,0.4745628333333334,0.9486846666666667,1942309,22.48042824074074,0.4003482453100923,6,Phisher
0xba8a5cf96d605b630025e3e2c8bd177391e32122,24,23,1,23.0,30.020502622,1.2508542759166668,0.5,2.9409611264831996,0.0,15.009274811,0.6526620787391305,15.009274811,1820798,21.074050925925928,1.1388413212228923,24,Phisher
0xd0a6e6c54dbc68db5db3a091b171a77407ff7ccf,19017,18954,63,300.85714285714283,7358967.600503171,386.9678498450424,0.035,11239.849244906314,0.0,697778.2328129434,7.7657202859189605,114472.63711434703,48564900,562.09375,33.83243453605382,7585,Phisher
0x858457daa7e087ad74cdeeceab8419079bc2ca03,221,112,109,1.0275229357798166,3261.459584902598,14.757735678292299,0.48,61.72364887068022,0.0,680.0,14.561514150916054,14.959357798165136,3034342,35.11969907407408,6.292764625740935,157,Phisher
0xb53fb00e8635be2d0ba259d6579650f5a907ee16,38,37,1,37.0,48.2389630173756,1.2694463951940946,0.675,1.8124772763828618,0.00395049,10.0,1.1903138996587999,4.19734873,2703771,31.293645833333333,1.2143040220492047,34,Phisher
0x3232d99007e509d29564099c622a89e143fdc05c,21,19,2,9.5,13.85536308,0.6597791942857143,0.43775278,0.9674935889811677,0.001,3.46436577,0.3646700810526316,3.4633157700000003,10441,0.1208449074074074,173.7764581936596,21,Phisher
0x275b69aa7c8c1d648a0557656bce1c286e69a29d,16242,16238,4,4059.5,19.967747147604555,0.0012293896778478362,0.0,0.10229986435187562,0.0,9.355131953297244,1.4462425758318656e-05,4.933226569535245,28999598,335.6434953703704,48.39062941493189,10986,Phisher
0x903bb9cd3a276d8f18fa6efed49b9bc52ccf06e5,5232,5097,135,37.75555555555555,1.101451011,0.00021052198222477065,0.0,0.0009079818131548949,0.0,0.01,0.00014695919168138122,0.0026103704518518523,23434691,271.23484953703706,19.28955666622615,1626,Phisher
0xdb53ce480bac3ce96fdb79fae1156f80b6925e05,148,60,88,0.6818181818181818,238.34044272778345,1.6104083968093477,0.0,6.6589214134896295,0.0,61.42160169394587,1.987159161381529,1.3535328755101332,854073,9.885104166666666,14.972022297859786,94,Phisher
0x22d1755515bef4afd277d8acd42adbac49c77d43,11194,11185,9,1242.7777777777778,0.09575287613918218,8.553946412290707e-06,0.0,0.00039329099138515303,0.0,0.029930842357766236,4.925242583994329e-06,0.004518226426356179,28547435,330.4101273148148,33.87910682693559,9510,Phisher
0xf7dca20054469a1d548b20859a100b9ec6ff1f61,11297,11296,1,11296.0,0.062004146466743626,5.48854974477681e-06,0.0,0.000493474494780633,0.0,0.05238901116225376,8.511982387119218e-07,0.05238901116225376,22097905,255.76278935185186,44.16983419921481,9282,Phisher
0x4086f6c05207d0747499fcf41328d736a18c564b,11050,11042,8,1380.25,0.17709713523458515,1.6026890066478293e-05,0.0,0.00041648120868698193,0.0,0.027101460199000307,7.351147926658773e-06,0.011990719978552371,28676743,331.90674768518517,33.29248373847756,9358,Phisher
0x5fa1ea99eb3acc1f9e84cf28fde6431b8fdc9dc0,10603,10602,1,10602.0,0.04255178111373124,4.013183166436975e-06,0.0,0.00019038297583638897,0.0,0.01769481963125,3.3430789914365997e-06,0.007108457646520408,33360127,386.11258101851854,27.460902651839422,8476,Phisher
0x88fe429643e572d2a8bb33f34fea6392234deb61,5428,5427,1,5427.0,0.7583205788812017,0.00013970533877693473,0.0,0.004582692756021415,0.0,0.3364868453331005,7.772871449200317e-05,0.3364868453331005,28066016,324.83814814814815,16.70986006706474,4406,Phisher
0x636991bf69febcdd9eb1a58e11021d33d40c5660,10791,10784,7,1540.5714285714287,0.5016100939031651,4.648411582829813e-05,0.0,0.0004211342078341914,0.0,0.027240541384910028,3.773404611401657e-05,0.013526591515658623,28273838,327.2434953703704,32.975445356940924,8755,Phisher
0xb7cabd1e6598209ec21a5a7ad72cc76b4ce4fc85,10182,5811,4371,1.3294440631434454,17712.423894790176,1.7395819971312292,0.391419895,16.7734464684355,0.001,1500.0,1.5623553155756624,1.9751949567558915,19409000,224.6412037037037,45.325611829563606,8624,Phisher
0xf244176246168f24e3187f7288edbca29267739b,11196,11195,1,11195.0,0.011085522,9.901323687031082e-07,0.0,6.806558800454465e-05,0.0,0.005937802,9.902208128628853e-07,0.0,16130350,186.69386574074073,59.96983326462228,6895,Phisher
0x6295ab2be04a617747481b292c390bfca592cf28,9476,9475,1,9475.0,0.321452152,3.392276825664837e-05,0.0,0.0016516469022843333,0.0,0.084427645,3.392634849604222e-05,0.0,34443240,398.6486111111111,23.770307323004456,1044,Phisher
0x6531f133e6deebe7f2dce5a0441aa7ef330b4e53,10425,10419,6,1736.5,1.655993692928365,0.00015884831586842826,0.0,0.011138237113874757,0.0,1.0,9.603138506400102e-05,0.10924044865775635,53919789,624.0716319444444,16.704813143834816,2728,Phisher
0xbb1d293ac46180c7fe9eddd43c12e3e44d659e1d,223,71,152,0.46710526315789475,6.777722322232339,0.030393373642297484,0.001,0.1464957513230963,0.0,1.535185,0.05378012200274273,0.019469300394984245,10789228,124.87532407407407,1.7857811513483635,144,Phisher
0x6025d96932d378be7d0a46343b437678a126ecca,10032,9952,80,124.4,111795.98192885575,11.143937592589289,0.10024086997550197,196.02242512431803,0.0,14906.821861602173,5.971762653622965,654.5625,32335169,374.24964120370373,26.80563692121108,5549,Phisher
0xb08e4aa5ff20d95e707510880b6134c130fa286e,63,32,31,1.032258064516129,152.53310687399963,2.4211604265714226,0.200315,8.892243541881555,0.0,51.200308586,2.3833625591875,2.4601775799999883,3503533,40.55015046296296,1.5536317197526042,22,Phisher
